trial_name,h_flex_torque_scale,h_flex_power_scale,h_ext_power_scale,k_ext_torque_scale,k_ext_power_scale,k_flex_torque_scale,k_flex_power_scale,cost
Trial 24,0.0574238809774958,0.0784059820443224,-0.193808182469282,0.1048866262307357,0.081287925255561,0.18406137177269,-0.0220075905318522,47.00700378417969
Trial 25,0.1114095524996169,0.1347935677963805,-0.1931507960193068,0.0687610332172047,0.0992544777773835,0.1530690644521518,-0.078478659385106,43.46138381958008
Trial 26,0.1721868170238778,0.203284073025806,-0.150916524713481,0.1384123727618051,0.0434082446432833,0.1609094341756468,-0.0480647119797599,42.69064712524414
Trial 27,0.1429613056676462,0.1058973479741889,-0.1435903000476383,0.0692404096641884,0.047632966611901,0.158392721097213,-0.0752436924368354,41.7044792175293
Trial 28,0.1759462120996474,0.1836483806015253,-0.1166279963338547,0.0641403184332307,0.067055411152103,0.1657454643546701,-0.0481077720209817,40.882049560546875
Trial 29,0.2308989253695675,0.1242435895953384,-0.1474507518659736,0.0799907442459878,0.0643740950339549,0.1878469432434003,-0.0657883947302225,41.735740661621094
Trial 30,0.2999985473353404,0.1506640444646192,-0.2169101676048395,0.0948071077956605,0.010706897382696,0.1356746791675954,-0.0403259873585384,42.23041915893555
Trial 31,0.159983001948589,0.1431185000907556,-0.1297099640208521,0.106834136084228,0.1049415777286746,0.1277822722590821,-0.063401950643607,42.571292877197266
Trial 32,0.0917303817556371,0.1932255190065767,-0.1411027925894978,0.0535319577526432,0.0964134209522651,0.0939001009952737,-0.0498656798438588,43.94361114501953
Trial 33,0.1459376363920169,0.1339807062251173,-0.1464176195687763,0.088168868179082,0.0994586652165985,0.1850594656595653,-0.0709267809171268,41.25752639770508
Trial 34,0.1683058781222086,0.16979223512242544,-0.13366750340801148,0.09508882198773662,0.030353475790951646,0.08929392592794311,-0.10915271595818997,43.375850677490234
Trial 35,0.15674012520713107,0.11008721420903375,-0.15284651362732854,0.06319703479955865,0.10056524196054561,0.14859458483116525,-0.09183850829987641,41.50669860839844
Trial 36,0.20046088225808587,0.17267005781080247,-0.1442118697278511,0.07780744916873426,0.029240695118458802,0.10677941518255807,-0.09064585115344642,42.166229248046875
Trial 37,0.16194319109484684,0.16406844010531066,-0.14600141428661054,0.0001553785249895002,0.09368120795695394,0.14637528007287565,-0.07069065477588732,40.90964889526367
Trial 38,0.19275848241972693,0.19224280921028383,-0.2248097704790886,0.07625007533769679,0.03190696468246843,0.16049766789212422,-0.07616230204703499,38.21287155151367
Trial 39,0.16640163565639382,0.08528931910348019,-0.15895886583335037,0.015595785895743008,0.0867382380559935,0.14566012452016994,-0.04201614762284116,42.77101135253906
Trial 40,0.1779121975511622,0.14569326133971663,-0.13187629826563635,0.08810649990002367,0.06111677046496963,0.17696219731509374,-0.04995261957366404,40.077476501464844
Trial 41,0.24333767384385474,0.11947658183393028,-0.20242427864539692,0.04261557498780781,0.11871236253958603,0.19393784181404772,-0.07472879477373598,37.8690185546875
Trial 42,0.16757504544065036,0.13986816218266263,-0.12567142955895827,0.05555568835722964,0.07605468525267448,0.138361409888048,-0.07787436858830805,40.21824645996094
Trial 43,0.16538144281012973,0.15456853545370125,-0.1432980896559229,0.06857427024147345,0.0778576893300737,0.19974303753107786,-0.04135907965393709,41.48870849609375
Trial 44,0.14839667477050497,0.1861388319429998,-0.12582564461869422,0.08957659044767469,0.08658028594201772,0.19967189522014217,-0.069751746270438,37.64875793457031
Trial 45,0.10401691234892664,0.12023344263215757,-0.10145536978816716,0.05059762437592022,0.09409240611073258,0.17500629922367186,-0.0570777492174037,43.692039489746094
